ID	sample-1_rpkm	sample-2_rpkm	sample-3_rpkm	sample-4_rpkm	sample-5_rpkm	group
Unigene0000339	3.617021322	4.39731191	5.798699893	4.609120047	4.186998398	group1
Unigene0000340	1.877967476	4.628092662	6.224233698	3.456279264	4.052930214	group1
Unigene0000341	4.156565689	2.592296474	4.436170384	4.072889041	6.876016673	group1
Unigene0000342	4.958473769	4.976708323	2.741153596	4.338923663	3.768769487	group1
Unigene0000343	3.718922747	3.172656754	4.048656114	4.001655325	4.134586923	group1
Unigene0000344	2.132890898	4.509166811	5.732928613	3.197382692	4.890809489	group1
Unigene0000345	4.191585974	2.915666154	2.980849083	5.226318549	4.277333487	group1
Unigene0000346	3.489930153	3.244165559	3.497930237	2.968242996	2.867325127	group1
Unigene0000347	3.051735302	3.308781185	4.823437357	3.913733466	4.176975753	group1
Unigene0000348	4.259824949	3.349042096	4.039796524	3.199333386	2.741892233	group1
Unigene0000349	5.220524895	3.225807934	4.820202053	3.265799295	4.381527159	group1
Unigene0000350	3.058063367	3.669979589	3.859575392	2.455593181	4.38649422	group1
Unigene0000351	2.724560837	3.687582265	4.178213502	4.65607977	4.346076356	group1
Unigene0000352	4.856043594	4.13841539	5.731621188	3.620035668	4.598321517	group1
Unigene0000353	6.574542991	4.336086425	3.557382474	5.05248333	2.209987295	group1
Unigene0000354	2.725883866	5.849160476	4.085239029	4.538048574	4.366518617	group1
Unigene0000355	5.751173365	4.18985015	4.852941975	3.921746455	5.478423548	group1
Unigene0000356	3.516930042	2.435159561	3.995488311	4.456112879	6.102032574	group1
Unigene0000357	4.43348838	2.362840648	3.230943362	3.675991821	4.808122187	group1
Unigene0000358	4.017530481	2.952563545	3.117499937	5.214226007	3.827334039	group1
Unigene0000359	4.815208653	2.146760292	6.963570899	4.172792445	2.619237238	group1
Unigene0000360	5.778157792	3.461948676	4.343310294	4.471640406	3.286568659	group1
Unigene0000361	5.538543955	4.165615856	4.771372682	3.515272338	4.85850324	group1
Unigene0000362	3.965952831	5.653428116	3.952176963	4.719265034	5.252083383	group1
Unigene0000363	4.860460165	4.444743192	3.166309339	4.182570293	1.910646338	group1
Unigene0000364	4.287510981	5.388080707	3.802310234	3.949705956	4.995410691	group1
Unigene0000365	4.245503682	4.832476917	4.127795548	3.724716827	3.653880313	group1
Unigene0000366	5.397560489	4.698995905	3.30642214	3.581069982	3.452732839	group1
Unigene0000367	3.678547362	3.689429767	3.361025314	4.634982307	4.744621454	group1
Unigene0000368	3.50071417	5.237075798	3.555444854	2.400381053	3.290335115	group1
Unigene0000369	4.737115506	4.784907033	3.73340107	4.201684558	5.940119327	group1
Unigene0000370	3.16583468	3.821453224	3.891159412	4.680355216	2.963071889	group1
Unigene0000371	3.527048095	3.223119507	4.635305694	3.738772736	3.428436877	group1
Unigene0000372	5.249305245	3.539295244	3.065743489	4.803640046	3.63894957	group1
Unigene0000373	3.320467132	5.230853381	5.93084184	3.556744787	3.936327808	group1
Unigene0000374	4.10943134	2.396568002	5.21321506	4.910247317	3.721645967	group1
Unigene0000375	2.056628434	3.483366241	3.386594708	5.28900412	3.65988897	group1
Unigene0000376	3.433457595	2.621026424	2.581306738	3.595611232	4.777044758	group1
Unigene0000377	3.77205098	3.775925022	3.919242144	2.492090105	4.547335836	group1
Unigene0000378	5.151886952	1.276664192	5.194628201	5.719324808	4.690800032	group1
Unigene0000379	4.503068257	3.30882423	4.006508111	4.902195573	3.665241774	group1
Unigene0000380	4.838510051	2.708885377	2.536249091	3.030553909	3.524201329	group1
Unigene0000381	4.155685365	3.007657393	4.823768263	5.101166924	3.823665722	group1
Unigene0000382	4.898529598	3.755668116	4.583513028	4.741760313	4.319221243	group1
Unigene0000383	5.265260463	4.140892522	4.565410631	3.95553234	3.057503429	group1
Unigene0000384	4.081977774	5.16004906	2.060748128	5.271592497	3.021107847	group1
Unigene0000385	6.091530389	4.794954101	5.369869948	4.961513023	2.601017893	group1
Unigene0000386	2.697695002	2.785618426	4.252257382	4.188539664	4.312238757	group1
Unigene0000387	3.704847354	2.469310211	2.881677223	3.083138702	4.171436406	group1
Unigene0000388	3.960438889	3.99851987	4.425106358	5.352379306	2.50033413	group1
Unigene0000389	2.784165662	5.115736692	3.390709995	4.207451937	5.545728923	group1
Unigene0000390	4.308875972	3.687842485	4.80973221	5.331272941	5.083233919	group1
Unigene0000391	3.952124515	3.74446961	5.427683283	3.297184172	4.278191752	group1
Unigene0000392	1.2974054	1.917884288	5.918358494	3.448771408	4.63236092	group1
Unigene0000393	5.156407931	3.5723732	4.563648288	3.404728376	4.23520732	group1
Unigene0000394	4.953301071	3.673950877	3.86583918	3.120066279	3.465361607	group1
Unigene0000395	4.51787873	3.550895018	5.055026864	5.191952461	4.536414553	group1
Unigene0000396	4.004659003	5.613196033	5.476218349	4.798626189	2.504609667	group1
Unigene0000397	5.107822886	3.220246344	4.980327049	4.576281355	3.225818718	group1
Unigene0000398	3.857321484	2.959276808	5.572850529	3.430277457	2.383548204	group1
Unigene0000399	3.687452709	4.764760849	6.682888722	4.889973827	3.766499669	group1
Unigene0000400	2.274781938	3.487984345	5.166769848	3.396032072	4.449961078	group1
Unigene0000401	2.09216837	5.588173659	3.868523533	2.241321507	4.293445291	group1
Unigene0000402	2.569685549	2.229639803	3.194470865	4.012839885	2.988487541	group1
Unigene0000403	5.774707611	3.434144957	5.77068397	5.120321339	3.946604062	group1
Unigene0000404	5.157322712	2.727506451	3.231389128	4.483127472	3.275792306	group1
Unigene0000405	4.631874506	4.000336591	4.451343555	3.372758318	4.496573319	group1
Unigene0000406	3.346858536	3.70104141	2.679161105	1.734576889	5.487514165	group1
Unigene0000407	4.54305129	3.349512359	6.338918279	3.275730693	3.521889657	group1
Unigene0000408	6.693588637	4.436827173	4.63469853	3.011233602	4.367198073	group1
Unigene0000409	4.115500581	4.669976068	3.270323696	4.664168233	4.907501137	group1
Unigene0000410	4.251528377	4.304542717	3.195034616	6.344751929	3.166049014	group1
Unigene0000411	4.141413173	4.368015695	3.473546933	4.737566997	3.747762304	group1
Unigene0000412	2.978290337	4.678599488	3.895389159	5.260617489	4.89121561	group1
Unigene0000413	3.767019584	3.218595179	2.473921655	4.972352709	2.555194214	group1
Unigene0000414	2.800934524	3.961812235	3.537930923	3.104401757	4.504654511	group1
Unigene0000415	3.425805967	4.517081858	4.43708836	5.053863566	2.215918474	group1
Unigene0000416	4.485003031	4.984522484	2.39294308	2.678512029	3.749563715	group1
Unigene0000417	2.990610852	4.471452719	4.390446021	5.864955035	2.739653668	group1
Unigene0000418	5.158286308	4.484954942	0.698789185	2.516834074	4.534253878	group1
Unigene0000419	2.894174105	4.48924956	3.990216715	4.14643513	4.714529733	group1
Unigene0000420	3.218670676	3.948994561	4.256025144	3.250756919	5.886260139	group1
Unigene0000421	4.487176305	4.347842061	4.178161197	3.305907379	3.099491638	group1
Unigene0000422	2.39976458	3.696083775	4.472360175	4.166976824	4.441752293	group1
Unigene0000423	4.576315946	3.14355062	4.720829638	3.538429853	3.909177658	group1
Unigene0000424	4.538916757	3.426532441	5.552835107	3.821731263	4.385824691	group1
Unigene0000425	4.119611153	2.73132326	5.064414439	4.89103446	4.72106248	group1
Unigene0000426	1.370885291	4.830761122	2.910851692	2.915426916	3.697521425	group1
Unigene0000427	2.91085442	4.618893322	4.095450352	3.861081351	4.319052402	group1
Unigene0000428	4.100700991	3.938289214	5.286897289	3.633549307	5.598048902	group1
Unigene0000429	4.98382349	3.683379614	4.35191862	2.205740307	2.722265117	group1
Unigene0000430	3.683777823	5.002168196	4.443146659	3.526987914	4.871517516	group1
Unigene0000431	3.709481035	3.3649703	5.35691023	4.902353053	5.10436575	group1
Unigene0000432	4.466620702	5.679098174	5.379960947	4.310528864	5.056026506	group1
Unigene0000433	5.191974264	2.328541554	3.799812549	3.208177752	2.925629177	group1
Unigene0000434	4.315020396	4.2595579	4.683644333	4.519384188	4.874261871	group1
Unigene0000435	4.150635704	5.634622881	4.255572527	3.543374568	4.22834498	group1
Unigene0000436	3.784400451	5.274422855	3.608082439	2.765935029	4.21772758	group1
Unigene0000437	4.116790632	5.070854188	5.104391637	4.009022547	3.68060211	group1
Unigene0000438	3.042655349	4.674174706	5.243514766	4.816397965	3.761917685	group1
Unigene0000439	4.741848311	3.009201048	2.972596165	2.308933434	5.049808784	group1
Unigene0000440	3.053912207	4.460291769	3.280591158	3.530388894	3.753391321	group1
Unigene0000441	5.135898205	3.476317649	3.942137599	1.754105162	3.506280412	group1
Unigene0000442	3.790019065	3.023583797	3.164483312	4.092003285	3.571858674	group1
Unigene0000443	5.476626919	5.150005429	4.220599785	4.164403695	4.181254099	group1
Unigene0000444	3.079955775	5.023036966	5.050782618	2.288151534	4.047507597	group1
Unigene0000445	4.156463134	4.260692888	2.624805134	4.703192908	4.220155112	group1
Unigene0000446	3.050131011	6.373469234	4.359895206	4.623350016	3.160514205	group1
Unigene0000447	5.365998895	4.416270407	5.141816992	4.680873216	3.902653458	group1
Unigene0000448	5.462292949	3.169283959	5.191506587	4.547938849	4.768824276	group1
Unigene0000449	4.52003628	3.170083557	3.025893129	5.271733327	3.052137273	group1
Unigene0000450	3.973924059	3.009631032	3.375243886	3.119793549	4.220769274	group1
Unigene0000451	3.267957293	3.448762693	3.609354569	3.549353658	3.392917374	group1
Unigene0000452	5.11125094	3.962154382	4.143226229	2.825542007	3.81480634	group1
Unigene0000453	3.51855593	3.919198431	4.799907388	3.000379039	4.583819136	group1
Unigene0000454	4.026085619	4.217733712	5.169347603	1.836299836	4.10196007	group1
Unigene0000455	5.073971181	5.620691973	3.971459783	4.019809439	4.712751435	group1
Unigene0000456	3.53792537	3.980061325	5.767070463	3.894947133	4.253585812	group1
Unigene0000457	2.727478619	2.477559304	4.376422593	2.805905073	4.204116824	group1
Unigene0000458	4.330850811	3.421412112	3.580402881	3.546354627	4.677443084	group1
Unigene0000459	3.639776749	3.757849711	5.504506266	2.654115336	3.633182725	group1
Unigene0000460	1.817542605	2.261798726	5.182962005	3.084709719	3.603126981	group1
Unigene0000461	4.045186962	3.821168641	3.215152396	2.95015675	4.803452374	group1
Unigene0000462	3.588733393	2.910786745	6.192507811	4.291860998	3.90020059	group1
Unigene0000463	2.570854075	4.561456377	4.435635649	3.598543124	4.597276731	group1
Unigene0000464	3.755275144	5.382556515	3.827693366	4.298253478	4.491383046	group1
Unigene0000465	4.261151835	2.618366035	4.123692408	4.767946644	3.82667703	group1
Unigene0000466	4.435955925	4.073537892	4.438338701	4.210364742	3.250903595	group1
Unigene0000467	2.525818349	4.658879729	4.96878477	3.432251801	3.903315626	group1
Unigene0000468	4.206604096	4.787725673	3.253074126	3.387148256	4.666332192	group1
Unigene0000469	6.45256234	4.057169418	2.75450783	3.218871764	3.540455982	group1
Unigene0000470	4.069165921	5.349923975	3.716183192	4.081659569	2.632896358	group1
Unigene0000471	3.371950633	4.832109699	4.16460998	3.895939785	1.982704797	group1
Unigene0000472	3.893690166	4.089589779	3.762201906	4.006380867	2.690769458	group1
Unigene0000473	2.759440285	3.886468504	6.233752969	5.337327903	3.03436016	group1
Unigene0000474	2.86422141	6.910620502	4.341628737	3.614608544	4.458362361	group1
Unigene0000475	2.803012684	3.359675253	4.382187207	4.826670999	3.220614971	group1
Unigene0000476	3.744188876	4.765076421	4.655954225	2.792383996	2.832732073	group1
Unigene0000477	4.666229094	4.983171238	4.832191969	4.603715951	4.623586088	group1
Unigene0000478	3.214303772	4.051133887	4.521664823	4.144634113	4.728071231	group1
Unigene0000479	6.544638232	2.775307075	5.237181771	4.587367992	3.177466388	group1
Unigene0000480	5.4548965	3.572905647	5.227867402	4.727160366	4.248384204	group1
Unigene0000481	3.199559816	2.302026285	4.135910919	4.555246226	3.734635922	group1
Unigene0000482	3.808431734	1.264684845	4.23805697	2.968165061	4.66529239	group1
Unigene0000483	2.914615686	2.446186504	3.645163024	2.859127635	4.213818777	group1
Unigene0000484	3.472307595	3.172549212	4.590131269	3.535585186	3.064308091	group1
Unigene0000485	2.458143815	3.493435376	4.653587249	3.691918245	3.378219982	group1
Unigene0000486	4.337118163	5.503228644	3.770720224	4.09217142	3.68445738	group1
Unigene0000487	4.639364036	3.759583759	2.294638103	3.343564864	2.85451949	group1
Unigene0000488	3.460248966	4.773180832	4.983187132	3.57074229	4.112699792	group1
Unigene0000489	2.346785012	4.360258355	4.124168687	1.603689152	3.62643632	group1
Unigene0000490	2.430059183	3.184011084	5.494520172	3.075113451	4.414042569	group1
Unigene0000491	4.661066655	2.503467788	5.428523845	3.082087587	4.680879716	group1
Unigene0000492	4.540580295	5.121372305	4.89219297	3.384748727	4.826909434	group1
Unigene0000493	6.215599351	4.068221871	4.640382233	2.666158381	3.528981698	group1
Unigene0000494	5.642426571	4.405331644	4.390201218	3.445236391	5.074861946	group1
Unigene0000495	3.040053433	3.661973795	4.232276252	4.251035813	3.983977297	group1
Unigene0000496	1.581710116	3.957267099	7.224080934	3.325319308	4.785989088	group1
Unigene0000497	1.831354306	4.924799618	2.443874224	4.117181507	2.129927402	group1
Unigene0000498	1.89535753	3.619613149	3.934000823	4.059239387	3.893560436	group1
Unigene0000499	1.907173971	4.725926995	2.202704017	4.037228541	4.225923078	group1
Unigene0000001	5.074641263	3.65967655	4.370901403	4.236897663	4.765219233	group2
Unigene0000002	7.00377947	4.379494937	3.57946753	3.19718116	4.331835282	group2
Unigene0000003	2.95433781	3.607428544	5.725935665	2.732338573	2.149628598	group2
Unigene0000004	3.28959231	2.937727839	3.36296499	3.449553446	1.299578079	group2
Unigene0000005	3.952042533	2.532397853	5.103174541	4.710092733	5.126756292	group2
Unigene0000006	4.906796009	2.301898685	5.369056646	4.269164253	2.217264051	group2
Unigene0000007	4.71914547	4.568515602	2.217661069	3.339284559	4.118168296	group2
Unigene0000008	3.969260928	6.262040343	5.27370113	4.830262458	5.662296558	group2
Unigene0000009	4.657896352	4.322682728	3.526216705	3.879940084	5.09379058	group2
Unigene0000010	3.765263686	4.479965301	4.41159224	3.167352032	3.115842091	group2
Unigene0000011	6.795750608	3.197501316	4.788573894	3.064192327	4.848301159	group2
Unigene0000012	3.508508474	5.311780266	1.850462104	4.05044349	4.40595301	group2
Unigene0000013	4.873047161	2.97139942	3.290083094	3.728040836	1.86497394	group2
Unigene0000014	4.318454022	4.313236473	4.169212759	6.661183339	3.650245935	group2
Unigene0000015	3.815849127	4.023472559	3.59692741	4.904677617	2.133128981	group2
Unigene0000016	3.343755962	6.27264559	4.843176525	3.385770271	4.351123156	group2
Unigene0000017	2.751067096	4.521486225	5.409307108	2.669767652	4.022778474	group2
Unigene0000018	3.17336154	4.666310646	5.633943921	5.292050965	4.671542787	group2
Unigene0000019	4.775005672	3.613550775	3.622952179	4.176711005	3.379517102	group2
Unigene0000020	3.833209496	2.588813803	4.211550251	3.578082759	3.19125483	group2
Unigene0000021	4.064079411	3.586087831	3.771384208	3.26171484	3.715641579	group2
Unigene0000022	4.616878414	3.718461474	5.020577665	3.158689445	4.612906925	group2
Unigene0000023	3.584578504	3.38947089	4.652276542	4.993262971	2.723206223	group2
Unigene0000024	5.13748896	3.670172743	3.393237024	2.827729932	3.777421866	group2
Unigene0000025	5.30767742	6.419249205	3.550822896	4.8482852	3.274124487	group2
Unigene0000026	6.658266366	4.997177221	4.533610205	5.531174807	3.718562472	group2
Unigene0000027	4.504267413	3.956192589	4.386891493	4.324570705	2.574307675	group2
Unigene0000028	4.898915675	3.699285428	5.133927028	3.279601839	5.377846499	group2
Unigene0000029	3.513059934	3.224100024	3.951120732	5.330714096	4.234846566	group2
Unigene0000030	3.850926666	3.113520193	3.677195013	4.945315972	4.366654106	group2
Unigene0000031	3.257365341	4.009807249	2.959903046	3.077876757	1.989223871	group2
Unigene0000032	5.063913758	4.974341451	2.745311317	4.524093956	5.774915028	group2
Unigene0000033	3.400204706	3.502600134	3.537549004	4.006518388	3.639121104	group2
Unigene0000034	6.634459766	3.911613301	1.990369039	4.586242072	3.919637927	group2
Unigene0000035	3.055579721	2.583173908	5.280484588	3.603041815	2.3323213	group2
Unigene0000036	3.390832348	4.631160157	5.740368538	3.967418057	3.857996508	group2
Unigene0000037	5.423706667	2.679809049	3.471811582	2.280502268	4.870165067	group2
Unigene0000038	4.207611362	4.267753306	3.042606161	3.053526961	4.349250591	group2
Unigene0000039	1.81682969	2.817801539	3.557653192	3.941570457	6.235267471	group2
Unigene0000040	4.198515213	3.97271791	4.12438341	1.760448833	3.148959836	group2
Unigene0000041	3.06081511	4.812242223	2.345726415	3.20082678	4.586790021	group2
Unigene0000042	3.70855469	6.2679856	3.337355978	3.838775191	3.705083047	group2
Unigene0000043	3.976349423	4.596873911	3.127607487	4.318974883	4.342959005	group2
Unigene0000044	4.682199772	3.93083075	7.176104528	3.922813389	3.388338854	group2
Unigene0000045	3.424903505	4.381543365	4.007741833	4.02943985	5.415090175	group2
Unigene0000046	2.256346265	4.807458058	1.935952547	5.021598021	5.198800384	group2
Unigene0000047	6.586060941	6.252041139	3.077887506	4.148422622	3.087295027	group2
Unigene0000048	3.075944393	3.219454324	3.208877333	4.162288938	4.167472515	group2
Unigene0000049	5.267952468	2.328933886	5.128151694	5.32461932	4.515754979	group2
Unigene0000050	4.951879068	2.880630268	4.019243671	5.61345501	4.189913709	group2
Unigene0000051	3.094985874	3.158036058	5.416823668	2.520912443	2.581301827	group2
Unigene0000052	3.799754623	4.842662475	3.98607745	4.841863863	3.731612586	group2
Unigene0000053	4.671825371	3.523965074	3.613653987	2.382110234	3.07789974	group2
Unigene0000054	3.858465532	4.131099471	4.41586551	3.136099067	4.547624864	group2
Unigene0000055	3.705129028	5.618232055	1.777474634	3.753147645	4.591865458	group2
Unigene0000056	3.843071607	4.078522039	3.846444142	3.91596001	3.021201698	group2
Unigene0000057	3.638424196	4.798628206	5.026612651	4.728396797	4.830068276	group2
Unigene0000058	4.46995769	5.522649179	3.37902502	4.838079739	3.702769376	group2
Unigene0000059	4.183051634	4.473467375	5.32336004	5.955675572	5.302126505	group2
Unigene0000060	4.154227501	5.059851918	5.072856787	4.235891613	3.89971734	group2
Unigene0000061	6.070927956	2.756677627	5.218941556	2.40530879	4.563788337	group2
Unigene0000062	5.032748231	4.173707593	4.463613583	2.954694635	4.36178513	group2
Unigene0000063	5.61153984	3.879890515	5.007126651	3.812218771	1.416969783	group2
Unigene0000064	4.544806358	3.764521513	2.711096659	5.010904973	5.894315804	group2
Unigene0000065	4.207674236	4.529677226	3.881929446	3.939385386	4.624580799	group2
Unigene0000066	4.386540571	3.50776899	4.630041381	6.372226355	3.528214137	group2
Unigene0000067	4.94253517	4.422713508	6.548173214	4.743376553	3.424160989	group2
Unigene0000068	3.453474086	4.51108073	2.364624727	3.545318476	4.410931351	group2
Unigene0000069	4.388510482	2.467149522	4.921075938	3.989377138	4.308747201	group2
Unigene0000070	4.446835268	4.432744287	3.390152066	4.504028901	3.636320777	group2
Unigene0000071	3.761347095	3.616299142	2.241842281	3.769222295	4.760805108	group2
Unigene0000072	4.254289699	2.271402415	3.565596875	2.525278828	4.41976763	group2
Unigene0000073	3.67689356	5.071660659	4.504369431	4.830319846	3.019815717	group2
Unigene0000074	3.825381424	6.038704946	3.475885981	2.361175658	1.937053575	group2
Unigene0000075	3.721841292	3.972778189	5.623174627	5.27365362	3.503442347	group2
Unigene0000076	3.491561234	3.764120846	3.684127579	2.899638542	4.641458661	group2
Unigene0000077	2.955755029	3.699785897	4.649446357	4.096518513	3.680703971	group2
Unigene0000078	4.338009789	2.64584539	4.743599809	4.408097313	5.790354844	group2
Unigene0000079	3.799670212	5.15063512	6.108449401	5.57635944	4.611307018	group2
Unigene0000080	4.709950993	4.512283896	5.092577516	2.345217077	2.999511486	group2
Unigene0000081	5.502590606	4.905446749	3.939491289	5.400858924	3.025592537	group2
Unigene0000082	4.035103491	3.890766623	4.240034984	3.749455691	3.416104532	group2
Unigene0000083	2.299200263	3.921521738	3.799759882	5.448166692	2.972693187	group2
Unigene0000084	4.768899396	4.484362626	4.769345447	4.201021686	4.107446635	group2
Unigene0000085	4.54889221	5.503391897	3.646417103	4.123621784	4.359604524	group2
Unigene0000086	5.315702126	3.745827664	5.852508104	3.491539227	5.043011747	group2
Unigene0000087	3.744855149	3.712594285	3.33861453	4.743861787	1.911916751	group2
Unigene0000088	3.875655356	5.228002506	1.894144173	4.587520609	3.620617171	group2
Unigene0000089	3.559220787	3.824678086	5.024029064	2.606885156	3.708842069	group2
Unigene0000090	4.219537696	5.157787203	3.094234869	1.620890061	3.400189614	group2
Unigene0000091	3.698736231	4.359549369	4.259237379	4.251384493	5.102960249	group2
Unigene0000092	5.124030267	3.53255597	3.5520606	3.568565054	3.514150213	group2
Unigene0000093	3.110938504	6.127570157	5.009287374	5.124493773	2.624963062	group2
Unigene0000094	3.355133018	3.688009446	4.3033159	3.856526709	4.588627254	group2
Unigene0000095	3.738474219	2.796436787	3.583945885	4.899648509	4.048693574	group2
Unigene0000096	3.975827132	3.81379917	4.69962151	3.267979781	4.912561007	group2
Unigene0000097	5.028406857	3.254924047	3.802539815	5.072507215	2.968236935	group2
Unigene0000098	4.699574446	5.194291327	3.519812417	4.805657655	4.388041937	group2
Unigene0000099	3.678150204	3.372237414	4.293791017	4.115310138	3.433595645	group2
Unigene0000100	5.241412026	3.096451358	2.703071479	4.500532445	3.761800332	group2
Unigene0000101	4.549754416	3.945413616	3.779892935	4.241042033	2.40426141	group2
Unigene0000102	2.591232086	4.585208799	4.384362789	4.430431143	3.425700962	group2
Unigene0000103	2.516803092	4.179429702	4.07790006	4.189992544	3.354215325	group2
Unigene0000104	5.526823646	4.072665467	4.93756933	6.003743938	5.857286528	group2
Unigene0000105	4.439692128	3.272965122	3.224509301	5.552223787	3.205265496	group2
Unigene0000106	4.391689918	4.012623128	4.132915022	4.175177538	5.756588822	group2
Unigene0000107	4.325602266	4.327450456	2.145451725	6.1234831	5.360104752	group2
Unigene0000108	5.922936108	3.565172265	3.676269165	2.33315547	2.83174525	group2
Unigene0000109	3.232598507	4.474859061	5.229366806	3.740265927	3.674845435	group2
Unigene0000110	3.639702437	3.79304373	4.979612008	1.65426607	3.026425739	group2
Unigene0000111	5.79467335	3.682627152	4.979788667	3.091326654	2.332321075	group2
Unigene0000112	4.797111024	3.857491358	4.366654014	4.464987205	4.254440877	group2
Unigene0000113	3.905204899	4.186857366	5.416097573	5.333418685	4.556951899	group2
Unigene0000114	3.021280183	4.019227363	2.243365633	2.687070938	4.266728932	group2
Unigene0000115	4.444384726	3.592327495	4.697340742	3.904289824	3.105986344	group2
Unigene0000116	2.496694478	4.621487896	2.227894703	5.398599364	4.720356656	group2
Unigene0000117	4.966322846	4.427890132	5.331414771	4.800081902	3.515822514	group2
Unigene0000118	3.502082998	4.488990335	4.504344321	5.107601698	4.147632996	group2
Unigene0000119	4.243817112	6.182926719	4.321809052	4.215151181	3.592291542	group2
Unigene0000120	6.531200604	4.435743182	3.856062751	2.468081373	4.074710547	group2
Unigene0000121	3.922686983	3.738361168	2.56996135	4.47912311	2.962963532	group2
Unigene0000122	3.733247312	4.328329385	3.594571272	3.657931451	4.197209738	group2
Unigene0000123	3.912413886	3.317640464	5.461586476	3.053991487	4.308920982	group2
Unigene0000124	2.778930745	3.394765283	3.944102696	4.537523102	2.871868997	group2
Unigene0000125	4.906547898	4.956319526	4.056554893	2.350496893	3.841822953	group2
Unigene0000126	3.545623335	3.775836723	5.506014208	3.558770608	2.964101117	group2
Unigene0000127	3.202583355	4.2032564	5.371049978	4.834499475	5.170939853	group2
Unigene0000128	3.793784328	3.118263219	2.210311182	5.190371434	5.616782442	group2
Unigene0000129	3.91237064	4.147011934	5.37129314	6.303699763	4.455354004	group2
Unigene0000130	4.215217791	3.760335289	4.596034538	5.026536773	3.525428737	group2
Unigene0000131	4.697847303	3.580028515	3.644806805	3.498926433	5.625484232	group2
Unigene0000132	3.923800581	4.252053788	1.905720868	4.063614368	4.856109727	group2
Unigene0000133	4.754575447	3.805176686	3.218447771	3.186258523	2.88565817	group2
Unigene0000134	4.626208645	4.892279686	4.115399951	3.049539438	3.628112186	group2
Unigene0000135	2.812608863	4.064220245	4.683661494	3.919637013	4.971712178	group2
Unigene0000136	5.804044091	4.845614341	4.226869662	4.027673317	3.533300102	group2
Unigene0000137	2.670257239	5.270610589	4.850148547	3.814643961	5.099174615	group2
Unigene0000138	5.183393032	5.119510849	3.882031475	3.803718926	4.709155778	group2
Unigene0000139	3.631457577	3.884655736	4.437219351	4.277455225	3.932525382	group2
Unigene0000140	6.390758576	4.023763766	4.68030623	3.942094894	4.737833088	group2
Unigene0000141	5.578195232	3.95679003	5.272145248	3.706912259	3.535598082	group2
Unigene0000142	3.138719635	3.429698554	3.627999431	3.1485936	2.859913927	group2
Unigene0000143	5.629677984	5.158695483	3.209890892	5.385612895	1.763423399	group2
Unigene0000144	3.487650513	1.970962713	3.091072209	5.381186202	4.441568246	group2
Unigene0000145	5.6110971	5.03232336	4.019847843	4.353616179	3.344357297	group2
Unigene0000146	2.872378338	4.566376718	5.570402011	3.485296953	4.064391852	group2
Unigene0000147	3.335301508	5.639700653	4.789087947	4.059294422	2.472968871	group2
Unigene0000148	2.081484435	3.623376034	3.426980697	3.227308002	4.637126743	group2
Unigene0000149	2.532586008	2.705554832	4.092616138	3.347766879	2.300352652	group2
Unigene0000150	2.289155645	3.56382114	4.095896012	5.08192576	2.681443021	group2
Unigene0000151	2.57124856	5.006162267	4.086277902	4.854565326	4.578873478	group2
Unigene0000152	5.954779995	3.165727134	3.105970428	2.572823751	4.679069643	group2
Unigene0000153	3.67103454	3.316582836	3.701966162	2.439298328	4.63767448	group2
Unigene0000154	4.459490782	2.148024927	4.224212478	3.562937974	3.877055252	group2
Unigene0000155	5.116337739	4.817597618	6.282527947	2.942763943	3.202705319	group2
Unigene0000156	3.282810852	4.761992334	3.940677154	4.250429147	3.435571145	group2
Unigene0000157	3.662529696	4.072227393	3.256601549	2.147854897	3.253984144	group2
Unigene0000158	4.232486712	5.052898584	3.768059016	4.419847105	4.8305804	group2
Unigene0000159	3.420114913	3.384753214	2.615644917	5.559347816	3.248479645	group2
Unigene0000160	3.972168689	5.396267977	3.791532766	2.994005038	5.393611051	group2
Unigene0000161	4.89897033	4.37584455	3.53792808	3.34808025	2.526785085	group2
Unigene0000162	5.046942049	6.311742067	2.848929751	4.58828829	3.579912868	group2
Unigene0000163	3.461256653	3.98078654	4.314980449	2.629718473	3.822629498	group2
Unigene0000164	6.649186915	3.045370767	5.686604118	4.499593466	4.703164618	group2
Unigene0000165	4.187024132	2.772108823	3.022656708	3.746751301	2.845337367	group2
Unigene0000166	2.275144061	4.453322016	2.876556899	4.265723911	5.093303917	group2
Unigene0000167	3.611228312	4.575324476	4.23943727	3.192623001	4.326456809	group2
Unigene0000168	3.402054811	4.642812522	6.645065016	2.575007612	4.556626136	group2
Unigene0000169	4.553254643	4.141782673	4.785634295	3.730203024	4.371127209	group2
Unigene0000170	5.463088709	4.096939417	3.162384336	2.668195477	3.056775073	group2
Unigene0000171	3.780324908	4.365335054	3.977905862	6.273595184	4.851847237	group2
Unigene0000172	3.862520057	5.060024723	1.117130457	3.680157036	3.486548063	group2
Unigene0000173	3.55426609	3.135529517	4.099032607	3.552464638	3.622489941	group2
Unigene0000174	4.406527495	5.255914326	3.947218819	3.257390521	2.232892299	group2
Unigene0000175	3.024784768	3.148691507	5.355223606	3.303626852	3.951803387	group2
Unigene0000176	5.745768662	3.579026322	5.695640876	3.937108816	4.675127192	group2
Unigene0000177	3.587673427	5.147357529	3.584933119	3.431115347	4.465468722	group2
Unigene0000178	5.63162068	3.356531388	4.987301521	4.500692747	4.43877899	group2
Unigene0000179	3.673065049	3.530891285	2.018940297	4.244122458	2.326586294	group2
